Month,Year,Vehicle Category,Bidding Type,Quota,Successful Bids,Received Bids,Quota Premium,PQP
11,2023,Cat B,1,636,631,830,110001,138094
11,2023,Cat B,2,648,638,1228,135336,138094
11,2023,Cat C,1,190,186,281,78001,83714
11,2023,Cat C,2,190,186,368,73889,83714
11,2023,Cat D,1,520,512,630,10889,11094
11,2023,Cat D,2,545,518,702,10001,11094
11,2023,Cat E,1,141,136,227,125011,0
11,2023,Cat E,2,151,144,323,135002,0
12,2023,Cat A,1,928,923,1233,88020,99449
12,2023,Cat A,2,919,915,1166,85000,99449
12,2023,Cat B,1,638,638,933,130100,136187
12,2023,Cat B,2,643,619,847,110001,136187
12,2023,Cat C,1,193,188,346,71001,81545
12,2023,Cat C,2,192,189,359,69423,81545
12,2023,Cat D,1,529,527,731,9858,10758
12,2023,Cat D,2,546,545,646,9002,10758
12,2023,Cat E,1,145,136,287,133388,0
12,2023,Cat E,2,147,147,228,118388,0
1,2024,Cat A,1,924,920,1184,65010,93952
1,2024,Cat A,2,923,921,1880,81589,93952
1,2024,Cat B,1,633,628,850,85010,130241
1,2024,Cat B,2,657,657,1308,112000,130241
1,2024,Cat C,1,193,192,340,67599,77168
1,2024,Cat C,2,191,187,394,68001,77168
1,2024,Cat D,1,523,514,666,9114,10302
1,2024,Cat D,2,520,491,615,9309,10302
1,2024,Cat E,1,149,140,263,106388,0
1,2024,Cat E,2,140,136,267,109004,0
2,2024,Cat A,1,938,910,1931,79000,83385
2,2024,Cat A,2,937,936,1909,76801,83385
2,2024,Cat B,1,655,596,1163,102338,113742
2,2024,Cat B,2,649,642,1034,97000,113742
2,2024,Cat C,1,196,191,366,72001,71319
2,2024,Cat C,2,199,192,374,73001,71319
2,2024,Cat D,1,530,528,717,9290,9696
2,2024,Cat D,2,548,548,689,8911,9696
2,2024,Cat E,1,163,159,305,100101,0
2,2024,Cat E,2,158,156,271,94006,0
3,2024,Cat A,1,963,923,1866,83000,79237
3,2024,Cat A,2,936,935,1922,85489,79237
3,2024,Cat B,1,708,704,1073,96010,106075
3,2024,Cat B,2,656,615,1066,96011,106075
3,2024,Cat C,1,200,198,303,75599,70171
3,2024,Cat C,2,202,202,313,70112,70171
3,2024,Cat D,1,520,518,646,9400,9248
3,2024,Cat D,2,521,516,629,9689,9248
3,2024,Cat E,1,159,150,282,95010,0
3,2024,Cat E,2,157,157,256,95856,0
4,2024,Cat A,1,975,970,1922,89000,78482
4,2024,Cat A,2,936,916,1390,94010,78482
4,2024,Cat B,1,653,645,1208,101334,98062
4,2024,Cat B,2,690,690,1008,102001,98062
4,2024,Cat C,1,197,196,365,67501,71053
4,2024,Cat C,2,195,193,332,68502,71053
4,2024,Cat D,1,520,510,610,10000,9286
4,2024,Cat D,2,522,514,625,9990,9286
4,2024,Cat E,1,164,161,333,101002,0
4,2024,Cat E,2,155,151,269,103249,0
5,2024,Cat A,1,968,968,1632,93604,84550
5,2024,Cat A,2,983,980,1444,92700,84550
5,2024,Cat B,1,666,638,1237,105002,99116
5,2024,Cat B,2,658,641,1099,105689,99116
5,2024,Cat C,1,206,181,350,70001,71120
5,2024,Cat C,2,207,198,382,72001,71120
5,2024,Cat D,1,528,528,630,9503,9547
5,2024,Cat D,2,526,523,604,9311,9547
5,2024,Cat E,1,177,169,317,104689,0
5,2024,Cat E,2,178,176,295,105002,0
6,2024,Cat A,1,962,957,1467,88200,89634
6,2024,Cat A,2,966,955,1403,90889,89634
6,2024,Cat B,1,685,671,974,100607,101008
6,2024,Cat B,2,674,670,1046,102334,101008
6,2024,Cat C,1,230,222,334,70589,70620
6,2024,Cat C,2,214,206,291,69900,70620
6,2024,Cat D,1,519,519,628,8989,9649
6,2024,Cat D,2,520,519,620,9002,9649
6,2024,Cat E,1,183,182,319,101600,0
6,2024,Cat E,2,177,175,301,100000,0
7,2024,Cat A,1,967,932,1429,91001,91401
7,2024,Cat A,2,973,972,1342,91899,91401
7,2024,Cat B,1,671,671,896,100901,102828
7,2024,Cat B,2,661,639,891,100000,102828
7,2024,Cat C,1,214,213,325,70001,69749
7,2024,Cat C,2,214,214,355,70601,69749
7,2024,Cat D,1,517,517,571,8900,9466
7,2024,Cat D,2,518,512,591,9089,9466
7,2024,Cat E,1,176,170,309,100889,0
7,2024,Cat E,2,177,177,300,100341,0
8,2024,Cat A,1,1013,1007,1570,94289,91383
8,2024,Cat A,2,978,966,1314,93900,91383
8,2024,Cat B,1,663,662,1150,106101,102423
8,2024,Cat B,2,686,686,985,105889,102423
8,2024,Cat C,1,218,218,312,71100,70516
8,2024,Cat C,2,216,215,333,72400,70516
8,2024,Cat D,1,517,513,599,9601,9133
8,2024,Cat D,2,523,522,614,9310,9133
8,2024,Cat E,1,178,175,322,105239,0
8,2024,Cat E,2,173,168,350,106001,0
9,2024,Cat A,1,1013,1007,1570,94289,91697
9,2024,Cat A,2,978,966,1314,93900,91697
9,2024,Cat B,1,663,662,1150,106101,102639
9,2024,Cat B,2,686,686,985,105889,102639
9,2024,Cat C,1,218,218,312,71100,70766
9,2024,Cat C,2,216,215,333,72400,70766
9,2024,Cat D,1,517,513,599,9601,9149
9,2024,Cat D,2,523,522,614,9310,9149
9,2024,Cat E,1,178,175,322,105239,0
9,2024,Cat E,2,173,168,350,106001,0
